-1.04,0.51,1.04
-1.06,0.80,0.52
-0.63,0.97,0.30
-0.49,1.13,-0.28
0.32,1.26,-0.46
0.37,1.05,-0.13
0.57,0.94,-0.41
0.65,0.66,-0.24
0.74,0.39,-0.10
0.67,0.12,-0.01
0.25,0.01,-0.08
0.32,0.12,0.22
0.13,-0.01,-0.06
-0.38,0.38,0.93
-0.35,0.59,0.37
0.07,0.66,0.30
-0.08,0.29,0.21
0.09,0.40,0.10
-0.79,-0.06,0.50
-0.78,0.26,0.03
-0.43,0.56,0.34
-0.27,1.13,-0.35
0.06,1.46,0.21
0.40,1.61,-0.30
0.98,1.19,0.22
1.02,0.88,-0.24
0.79,0.51,-0.23
0.37,-0.02,0.00
-0.29,-0.02,0.54
-0.94,-0.20,1.04
