0.76,0.54,-0.06
0.61,0.48,0.17
0.82,0.33,-0.27
0.33,0.24,0.07
-0.05,0.34,0.13
-0.27,0.39,0.40
-0.43,0.44,0.16
-0.61,0.44,0.13
-0.73,0.50,0.01
-0.93,0.63,0.20
-0.80,0.73,0.21
-0.63,0.81,-0.03
-0.32,0.92,-0.05
-0.04,0.95,-0.08
0.23,0.78,-0.06
0.42,0.68,-0.02
0.58,0.57,-0.20
0.46,0.36,0.18
0.81,0.29,0.09
0.63,0.27,0.05
0.43,0.17,0.24
0.27,0.33,-0.07
-0.05,0.35,0.14
-0.23,0.47,-0.00
-0.57,0.39,0.31
-0.69,0.46,0.35
-0.69,0.51,0.04
-0.91,0.47,0.08
-0.54,0.70,-0.08
-0.39,0.92,-0.04

