0.20,1.43,-0.69
0.58,1.25,-0.32
1.09,1.16,-0.61
0.82,0.51,-0.46
0.84,0.04,0.17
0.36,0.10,0.53
-0.49,0.27,1.04
-0.56,0.64,1.03
-0.58,0.81,0.12
-0.14,0.87,-0.26
0.24,0.88,-0.54
0.36,0.77,-0.64
0.79,0.72,-0.29
0.89,0.47,-0.29
1.27,0.33,-0.09
0.15,-0.28,-0.12
0.43,0.01,0.01
-0.02,0.56,0.18
-0.57,0.62,1.04
0.51,1.05,0.26
0.10,0.58,0.87
-0.12,0.65,0.24
-0.61,0.47,0.60
-0.38,0.85,0.19
-0.34,1.03,0.02
-0.25,1.26,-0.48
0.04,1.27,-0.12
0.49,1.25,-0.60
0.68,0.87,-0.31
0.82,0.60,-0.74

