0.72,0.08,0.20
0.40,0.02,-0.02
0.04,0.16,0.16
-0.05,0.73,-0.26
-0.45,0.97,0.77
-0.29,0.85,0.78
0.57,0.93,0.80
-0.03,0.58,0.30
-0.18,0.64,-0.02
-0.64,0.43,0.52
-0.16,1.05,-0.29
-0.16,1.14,-0.14
0.12,1.50,-0.60
0.56,1.32,-0.08
0.95,1.19,-0.49
0.79,0.64,-0.32
0.87,0.35,-0.29
0.43,-0.02,0.65
-0.07,0.10,0.78
-0.69,0.36,1.04
-0.64,0.71,0.28
-0.49,0.95,-0.27
0.11,1.06,-0.16
0.38,1.05,-0.30
0.64,0.88,-0.35
0.72,0.61,-0.44
0.90,0.35,-0.15
0.69,-0.02,-0.30
0.75,0.01,-0.39
0.13,-0.10,0.76
