0.55,0.35,0.24
-0.39,0.02,0.84
-0.88,0.17,1.04
-1.10,0.39,0.57
-0.81,0.73,-0.20
-0.46,0.97,-0.17
-0.01,1.19,-0.37
0.51,1.12,-0.27
0.52,0.92,-0.48
0.60,0.80,-0.02
0.57,0.58,-0.11
0.37,0.35,0.06
0.06,0.07,0.67
-0.04,-0.03,0.15
-0.11,0.37,0.43
-0.15,0.62,-0.42
-0.66,1.07,0.76
-0.46,1.09,0.35
-0.36,0.71,0.96
0.24,0.49,0.32
-0.11,0.26,0.64
-0.72,0.39,0.16
-1.06,0.64,-0.60
-0.62,1.07,-0.06
-0.14,1.51,-0.67
0.56,1.43,-0.16
0.87,1.30,-0.34
0.91,0.77,-0.18
0.96,0.65,-0.42
0.40,0.31,0.61

