-0.36,0.97,-0.11
-0.28,1.12,-0.26
0.02,1.14,-0.25
0.58,1.25,-0.34
0.46,1.05,-0.25
0.51,0.92,-0.24
0.57,0.71,-0.40
0.78,0.21,-0.07
0.16,-0.10,0.61
-0.43,0.26,1.04
-0.70,0.54,0.84
-0.35,0.84,-0.13
-0.49,0.80,-0.00
0.08,0.92,-0.39
0.29,0.80,-0.26
0.43,0.67,-0.46
0.69,0.53,-0.60
1.01,0.39,-0.24
0.68,-0.02,-0.32
0.70,-0.03,-0.20
0.46,0.13,0.38
0.00,0.70,0.48
-0.44,0.73,0.97
-0.43,1.08,1.04
-0.43,0.59,0.61
-0.00,0.80,0.25
-0.37,0.70,0.18
-0.28,0.99,-0.23
-0.02,1.04,0.33
0.14,1.14,-0.34
