-0.08,0.17,1.04
-0.93,0.31,1.04
-0.79,0.52,0.54
-0.62,0.65,0.00
-0.47,0.88,-0.47
-0.17,0.93,-0.31
0.19,1.08,-0.56
0.66,1.00,-0.14
0.67,0.85,-0.31
0.80,0.70,0.31
0.52,0.33,-0.07
0.38,0.05,0.24
-0.01,0.10,-0.21
-0.44,0.38,0.62
-0.46,1.09,0.31
-0.90,1.01,1.02
-0.11,1.00,0.43
-0.11,0.53,0.66
-0.40,0.22,0.44
-0.61,0.28,0.26
-0.70,0.76,-0.24
-0.49,1.16,-0.38
-0.27,1.36,-0.71
-0.02,1.31,-0.16
0.66,1.41,-0.33
0.85,1.15,-0.03
0.73,0.85,-0.33
0.55,0.35,0.03
0.64,0.15,-0.10
-0.36,0.27,0.72
