-0.00,0.18,-0.09
-0.24,0.99,0.60
-0.26,0.81,0.74
0.34,1.13,0.27
0.22,0.68,0.56
0.15,0.75,0.07
-0.46,0.39,0.71
-0.69,0.69,-0.16
-0.51,0.95,-0.19
-0.11,1.27,-0.43
0.35,1.42,-0.31
0.60,1.24,-0.03
0.91,1.06,-0.50
0.92,0.54,-0.42
0.87,0.30,-0.14
0.18,0.21,0.89
-0.46,0.43,1.04
-0.87,0.68,0.79
-0.66,0.83,-0.07
-0.36,0.99,-0.21
0.10,1.02,-0.47
0.35,0.88,-0.56
0.80,0.85,-0.65
0.77,0.68,-0.25
0.88,0.55,-0.02
1.03,0.49,0.49
0.21,0.19,0.38
0.01,0.41,0.54
-0.57,0.30,0.54
-0.18,0.76,-0.55

