0.29,0.31,-0.20
-0.07,0.42,0.17
0.08,0.60,0.10
-0.27,0.54,0.32
-0.41,0.60,0.24
-0.69,0.50,0.23
-0.69,0.61,0.16
-0.76,0.62,0.05
-0.76,0.83,-0.00
-0.34,1.05,0.13
-0.34,0.98,-0.09
0.16,1.02,-0.02
0.43,0.88,-0.20
0.49,0.74,-0.09
0.52,0.72,-0.02
0.57,0.53,0.10
0.57,0.36,0.27
0.58,0.32,-0.09
0.53,0.27,0.04
0.43,0.30,-0.07
-0.01,0.32,0.09
0.32,0.59,0.43
-0.70,0.58,0.14
-0.47,0.61,0.11
-0.69,0.48,0.23
-0.75,0.50,0.05
-0.66,0.58,0.09
-0.39,0.87,0.13
-0.33,0.91,0.18
-0.19,0.96,-0.07

