0.68,0.66,-0.07
0.85,0.63,-0.19
0.55,0.14,-0.31
0.72,0.23,-0.32
0.50,0.15,0.07
-0.19,0.31,0.49
-0.60,0.43,0.65
-0.49,0.76,0.40
-0.31,1.11,0.67
0.12,0.89,0.27
0.31,0.49,0.00
-0.05,0.33,0.30
-0.73,0.28,0.56
-0.79,0.66,-0.03
-0.48,0.94,0.09
-0.31,1.28,-0.29
0.44,1.32,-0.20
0.73,1.16,-0.41
0.78,0.69,-0.27
0.86,0.33,-0.58
0.32,-0.33,0.48
-0.15,-0.33,0.52
-0.60,0.23,1.04
-0.63,0.54,0.44
-0.28,0.84,-0.18
-0.10,0.93,0.13
0.30,1.11,-0.49
0.46,0.91,-0.07
0.55,1.02,-0.73
0.84,0.48,0.24

