0.53,0.09,0.12
0.02,-0.06,0.74
-0.47,0.35,1.04
-0.49,0.66,0.81
-0.50,0.72,0.06
-0.06,0.91,-0.50
0.44,0.94,-0.38
0.54,0.76,-0.54
0.75,0.66,-0.32
0.94,0.43,-0.39
0.53,0.11,0.23
0.71,-0.18,-0.16
0.19,-0.06,-0.02
-0.39,0.32,1.02
-0.28,0.76,0.53
-0.45,0.83,1.04
0.04,0.88,0.15
0.10,0.70,-0.15
-0.04,0.40,-0.28
-0.13,0.32,0.55
-0.81,0.42,0.65
-0.77,0.65,0.00
-0.43,1.05,0.27
-0.03,1.52,-0.85
0.34,1.24,0.29
0.78,1.29,-0.81
0.81,0.68,-0.11
0.77,0.46,-1.07
0.27,-0.08,0.67
-0.43,0.29,1.04

