0.64,0.99,-0.34
0.69,0.66,-0.41
0.71,0.50,0.43
-0.09,0.26,0.66
-1.00,0.45,1.04
-1.09,0.69,0.72
-0.71,0.91,-0.38
-0.21,0.95,-0.10
0.10,0.96,-0.46
0.20,0.78,-0.24
0.49,0.68,-0.29
0.48,0.50,-0.30
0.56,0.45,0.03
0.48,0.29,0.00
0.37,0.15,0.68
-0.05,0.04,0.20
0.21,0.20,0.18
-0.45,0.54,-0.02
-0.78,0.86,0.75
-0.61,0.87,0.39
-0.51,0.62,0.89
-0.28,0.44,0.33
-0.86,0.38,0.33
-0.72,0.86,-0.29
-0.30,1.04,-0.14
-0.29,1.51,-0.67
0.34,1.35,0.17
0.63,1.30,-0.62
0.77,0.90,-0.29
0.68,0.76,-0.48

