-0.87,1.07,-1.03
-0.27,1.50,-0.26
-0.12,1.46,-0.23
1.11,1.55,-0.21
0.83,0.90,-0.21
0.98,0.74,-0.20
0.03,0.28,0.31
-1.12,0.25,1.04
-1.63,0.46,0.84
-0.74,0.84,-0.06
-0.19,0.95,-0.23
0.18,0.97,-0.62
0.08,0.73,-0.03
0.42,0.83,-0.56
0.54,0.63,-0.24
0.80,0.56,0.04
0.40,0.34,0.04
0.18,0.24,0.71
-0.00,0.35,-0.09
-0.34,0.30,0.74
-0.31,0.74,-0.46
-1.09,0.84,0.82
-0.79,0.88,0.33
-1.06,0.47,0.89
-0.73,0.60,-0.08
-0.61,0.68,0.01
-0.26,1.20,-0.39
-0.24,1.32,0.03
0.29,1.49,-0.47
0.29,1.15,-0.14

