0.68,0.54,-0.09
0.85,0.48,-0.18
0.53,-0.04,0.15
0.59,0.03,-0.31
-0.17,-0.28,0.38
-0.12,0.30,0.27
-0.55,0.62,0.47
-0.49,0.74,0.87
-0.22,0.59,0.52
0.00,0.50,0.34
-0.51,0.48,0.42
-0.47,0.66,-0.13
-0.47,0.80,0.17
0.22,1.35,-0.36
0.01,1.20,0.18
0.61,1.36,-0.50
0.44,0.94,-0.41
0.76,0.82,-0.58
0.69,0.39,-0.26
0.62,-0.03,0.05
-0.13,0.22,1.04
-0.77,0.27,1.04
-0.41,0.75,0.31
-0.54,0.80,-0.15
0.08,1.01,-0.49
0.23,0.83,-0.45
0.57,0.90,-0.54
0.67,0.62,-0.30
0.90,0.55,-0.27
0.67,0.23,0.30

