-0.52,0.71,-0.09
-0.26,0.46,-0.05
-0.17,0.28,0.22
0.02,0.14,0.43
-0.51,0.11,0.23
-0.75,0.37,0.29
-0.93,0.85,-0.01
-0.51,1.10,-0.11
-0.14,1.23,0.07
0.25,1.11,-0.11
0.56,0.93,-0.07
0.69,0.68,-0.36
1.09,0.47,0.18
1.48,0.20,-0.25
0.98,0.05,0.26
0.92,0.21,-0.30
0.22,0.19,0.11
0.04,0.38,-0.33
-0.62,0.30,0.30
-0.61,0.45,0.18
-0.47,0.46,0.38
-0.74,0.50,0.15
-0.84,0.44,0.53
-0.83,0.75,0.05
-0.41,0.93,0.09
0.01,1.07,-0.03
0.30,0.94,0.04
0.26,0.80,-0.03
0.54,0.74,-0.02
0.78,0.58,-0.17

