0.06,0.87,-0.49
0.33,0.78,-0.52
0.64,0.71,-0.48
0.73,0.47,-0.32
0.91,0.29,-0.21
0.66,0.06,-0.20
0.57,0.02,0.54
-0.01,0.14,-0.49
-0.19,0.40,1.04
-0.31,0.67,-0.39
-0.45,1.01,1.04
-0.55,0.93,0.44
-0.56,0.60,1.04
-0.36,0.59,0.44
-0.35,0.70,-0.41
-0.22,0.85,-0.24
0.31,1.28,-0.38
0.16,1.06,-0.21
0.88,1.23,-0.58
0.55,0.73,0.13
0.69,0.65,-0.65
0.47,-0.02,0.22
0.03,-0.22,0.58
-0.33,0.10,1.04
-0.62,0.52,0.41
-0.90,0.85,-0.07
-0.18,1.01,0.12
0.28,1.13,-0.47
0.48,0.92,-0.03
0.60,0.87,-0.47
