-0.30,1.04,0.80
0.12,1.22,0.37
0.07,0.79,0.48
0.13,0.54,-0.00
-0.08,0.25,0.44
-0.90,0.15,0.49
-0.71,0.68,0.23
-0.46,1.08,-0.19
-0.10,1.43,-0.31
0.59,1.36,-0.15
0.57,1.23,-0.47
0.99,0.97,-0.25
0.68,0.64,-0.49
0.79,0.15,0.44
-0.07,0.24,0.65
-0.51,0.47,1.04
-0.77,0.63,0.61
-0.70,0.69,0.02
-0.28,0.90,-0.36
0.12,0.83,-0.37
0.40,0.84,-0.63
0.66,0.62,-0.26
0.81,0.50,-0.50
0.77,0.10,0.08
0.49,-0.01,-0.28
0.40,-0.22,-0.16
0.22,0.47,0.31
-0.52,0.37,1.04
0.14,1.03,0.03
-0.42,0.49,0.97

